volume	quality	tv	internet	warehouse	price	sold_num	sold_ratio	income	return_rate	unit_price
10656	67	33000	45000	20000	24	8820	0.8277027027027027	223467	1.3626852360801143	12.84
30250	65	57000	32000	32000	23	26429	0.8736859504132232	631404	1.3952310388039795	12.32
46644	65	3000	59000	42000	23	40983	0.8786339078981219	977254	1.443282474253021	12.24
88879	65	47000	60000	10000	22	86484	0.9730532521743044	1917341	1.5001129804117839	12.27
97818	67	26000	48000	22000	24	80958	0.8276390848310127	2049632	1.386510896015132	12.65
114018	67	25000	32000	10000	22	103797	0.9103562595379677	2348642	1.4384376042972147	12.74
105725	66	2000	48000	55000	22	97729	0.9243698273823598	2200093	1.4181186185782473	12.52
91128	65	9000	2000	60000	24	65159	0.7150272144675621	1723266	1.272509286365125	12.28
115573	66	28000	43000	58000	24	95147	0.8232632189179133	2412008	1.3296485021124664	12.58
245865	66	35000	16000	51000	24	190332	0.7741321456897078	4949480	1.1850362526931488	13.74
25291	65	47000	60000	10000	22	24609	0.9730338855719426	545609	1.4903659869230823	12.35
32522	67	26000	32000	32000	21	31705	0.9748785437549966	670968	1.4408860622684554	12.64
48298	65	57000	48000	22000	24	40635	0.8413391858876144	1022099	1.4013729435190547	12.23
83965	66	35000	16000	57000	24	65127	0.7756446138271899	1680032	1.3036179762254128	12.42
67687	65	47000	60000	10000	23	61893	0.9144001063719769	1458940	1.4797970985801596	12.22
70121	67	25000	32000	10000	22	63835	0.9103549578585588	1443846	1.4590489900592238	12.56
146708	65	3000	59000	42000	23	128905	0.8786501076969218	3077419	1.3965304893571922	12.65
123006	66	2000	47000	55000	22	113457	0.9223696405053412	2556356	1.4044990450573378	12.63
235183	66	2000	60000	42000	23	208433	0.8862587857115523	4976528	1.3054278238097714	13.65
221804	65	3000	48000	55000	22	203784	0.9187571008638257	4603622	1.319216728870987	13.36
14552	65	47000	60000	10000	22	14159	0.9729934029686641	313944	1.4783324218139915	12.45
37110	65	57000	48000	22000	23	33492	0.9025060630557801	792531	1.434754569479479	12.28
78101	65	47000	60000	10000	22	75996	0.9730477202596638	1684784	1.5050108935732243	12.23
84754	67	25000	32000	10000	22	77156	0.910352313755103	1745261	1.4555688086661789	12.59
89269	66	2000	47000	55000	22	82339	0.922369467564328	1854563	1.4259512287039817	12.44
122745	65	47000	60000	10000	21	122745	1	2577645	1.4491403524418123	12.46
122822	65	47000	60000	10000	22	119512	0.9730504307045968	2649885	1.4772330924795518	12.46
224180	66	2000	47000	55000	22	206776	0.922365955928272	4666984	1.3091316477142596	13.55
182719	67	25000	32000	10000	22	166340	0.9103596232466246	3768646	1.3747767219606695	13.33
182747	66	2000	47000	55000	22	168560	0.9223680826497835	3801600	1.3489563224297796	13.15
12065	65	47000	60000	10000	22	11739	0.9729796933278078	260292	1.4747600887239052	12.48
36155	65	47000	60000	10000	21	36155	1	759255	1.4703804687112305	12.28
72484	67	26000	32000	10000	22	66058	0.9113459522101429	1493631	1.4588775537595005	12.56
53087	65	57000	48000	22000	23	47912	0.9025185073558498	1133595	1.4418204940681316	12.22
112319	65	47000	60000	14000	21	112319	1	2358699	1.4498432385627065	12.39
66323	65	47000	60000	10000	21	66323	1	1392783	1.4776017356987063	12.22
107144	65	47000	58000	10000	22	103828	0.9690509967893676	2304709	1.486873651550731	12.36
114748	65	47000	60000	10000	22	111656	0.9730539965838184	2475618	1.483191201700414	12.41
188073	65	47000	60000	10000	22	183005	0.973053016647791	4059153	1.4115318495249034	13.04
216188	65	47000	60000	10000	21	216188	1	4539948	1.3565945227672882	13.31
9836	65	47000	58000	10000	22	9531	0.9689914599430662	211590	1.4689536735845161	12.51
31772	65	47000	60000	10000	22	30915	0.9730265642704268	685405	1.4951974357832682	12.31
